num_qubits,function_type,num_x_gate,num_h_gate,num_cnot_gate,num_total_gate,real_time,sim_time,real_result,sim_result,backand_name,trials,realtimepertrials,simtimepertrials,hamming_dis
6,1,5,13,4,22,6.677624941,0.001953602,100101,101101,ibmq_16_melbourne,1024,0.006521118,1.9078142941e-06,1
6,1,5,13,4,22,6.429392815,0.002105951,100100,110101,ibmq_16_melbourne,1024,0.006278704,2.0565930754e-06,2
6,0,1,13,0,14,6.562427282000001,0.0016102789999999998,000000,000000,ibmq_16_melbourne,1024,0.00640862,1.5725381672e-06,0
6,0,2,13,0,15,6.288887739,0.001558304,000000,000000,ibmq_16_melbourne,1024,0.006141491999999999,1.5217810869e-06,0
5,1,9,11,4,24,6.601096152999999,0.0018568039999999999,10010,11011,ibmq_16_melbourne,1024,0.006446383000000001,1.8132850528e-06,2
5,1,9,11,2,22,6.347531557000001,0.001923084,01000,01010,ibmq_16_melbourne,1024,0.006198761,1.8780119717e-06,1
5,1,9,11,4,24,6.50539732,0.001893282,00000,01111,ibmq_16_melbourne,1024,0.0063529269999999995,1.8489081413e-06,4
5,1,9,11,1,21,6.361704826,0.0017189979999999998,00010,00010,ibmq_16_melbourne,1024,0.006212601999999999,1.6787089407e-06,0
5,1,9,11,5,25,6.672280787999999,0.001944304,10010,11111,ibmq_16_melbourne,1024,0.006515899,1.898733899e-06,3
5,1,9,11,2,22,6.643450737,0.001765251,01000,01010,ibmq_16_melbourne,1024,0.006487745,1.7238780856e-06,1
5,1,7,11,4,22,6.7528123860000004,0.001855135,11100,11101,ibmq_16_melbourne,1024,0.0065945430000000005,1.8116552383e-06,1
5,1,7,11,3,21,6.613943577000001,0.001868963,01110,01110,ibmq_16_melbourne,1024,0.006458929,1.8251594156e-06,0
5,1,7,11,4,22,6.598143101000001,0.0018851760000000001,01010,01111,ibmq_16_melbourne,1024,0.006443499,1.8409918994e-06,2
5,0,1,11,0,12,6.404789925,0.001433372,00000,00000,ibmq_16_melbourne,1024,0.0062546780000000005,1.3997778296e-06,0
5,0,2,11,0,13,6.482003689,0.0014545920000000002,00000,00000,ibmq_16_melbourne,1024,0.006330082,1.4204997569e-06,0
4,1,3,9,2,14,7.789847612000001,0.00161314,1001,1001,ibmq_burlington,1024,0.007607273,1.575332135e-06,0
4,1,3,9,1,13,7.329576015,0.0014545920000000002,0001,0001,ibmq_burlington,1024,0.007157789,1.4204997569e-06,0
4,1,3,9,1,13,7.519721985,0.0016353129999999998,1000,1000,ibmq_burlington,1024,0.007343479,1.5969853848e-06,0
4,1,9,9,1,19,7.899567604,0.001597881,1000,1000,ibmq_burlington,1024,0.007714421,1.5604309738e-06,0
4,1,9,9,3,21,7.42913723,0.001729488,1101,1101,ibmq_burlington,1024,0.007255017,1.6889534891e-06,0
4,1,9,9,3,21,7.547797202999999,0.001665354,1011,1011,ibmq_burlington,1024,0.007370896,1.6263220459e-06,0
4,1,5,9,1,15,7.317454815,0.001538754,1000,1000,ibmq_burlington,1024,0.007145952,1.5026889741e-06,0
4,1,5,9,1,15,8.421447992000001,0.0015518670000000002,0100,0100,ibmq_burlington,1024,0.00822407,1.5154946595e-06,0
